,Name,Episodes,Release,Members,Score
2753,Future Card Buddyfight Hundred,50,Apr 2015 - Mar 2016,5991,6.68
660,Chuunibyou demo Koi ga Shitai!,12,Oct 2012 - Dec 2012,1340668,7.7
2488,Cardfight!! Vanguard: Asia Circuit-hen,39,Apr 2012 - Jan 2013,25352,6.79
2277,Shin Ace wo Nerae!,25,Oct 1978 - Mar 1979,3059,6.91
1121,Kiniro no Corda: Primo Passo,25,Oct 2006 - Mar 2007,97630,7.42
147,Kiseijuu: Sei no Kakuritsu,24,Oct 2014 - Mar 2015,1842291,8.33
879,Moyashimon,11,Oct 2007 - Dec 2007,72793,7.55
661,IDOLiSH7,17,Jan 2018 - May 2018,69809,7.7
716,Kindaichi Shounen no Jikenbo Returns 2nd Season,22,Oct 2015 - Mar 2016,11545,7.65
1786,Show by Rock!! Stars!!,12,Jan 2021 - Mar 2021,11830,7.14
4433,Nanashi Kaidan,10,Aug 2022 - Aug 2022,4633,5.56
4130,Taiko no Tatsujin,26,Apr 2005 - May 2006,1178,5.9
3494,PriPri Chii-chan!!,36,Apr 2017 - Dec 2017,3450,6.34
1365,Seijo no Maryoku wa Bannou desu,12,Apr 2021 - Jun 2021,194594,7.3
3096,RobiHachi,12,Apr 2019 - Jun 2019,33461,6.53
1646,Aikatsu Friends!: Kagayaki no Jewel,26,Apr 2019 - Sep 2019,5449,7.19
3973,Metal Fight Beyblade Zero G,38,Apr 2012 - Dec 2012,15035,6.03
4338,Shounen Ashibe: Go! Go! Goma-chan 3,32,Apr 2018 - Feb 2019,823,5.69
2272,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou II",12,Jan 2023 - Sep 2023,319955,6.91
1137,Sasuke,29,Sep 1968 - Mar 1969,2172,7.41
1550,Yu☆Gi☆Oh!,27,Apr 1998 - Oct 1998,242184,7.23
2051,Shuffle!,24,Jul 2005 - Jan 2006,277435,7.02
3869,Kidou Shinsengumi Moeyo Ken TV,13,Jul 2005 - Sep 2005,6071,6.11
638,Sidonia no Kishi: Daikyuu Wakusei Seneki,12,Apr 2015 - Jun 2015,118241,7.72
4407,Nessa no Haou Gandalla,26,Apr 1998 - Oct 1998,1992,5.61
2201,Chikyuu Bouei Kazoku,13,Jan 2001 - Mar 2001,2499,6.94
4302,Soul Buster,12,Oct 2016 - Dec 2016,21451,5.74
4605,Gekkan Mousou Kagaku,12,Jan 2024 -,7161,5.15
1063,Nozomanu Fushi no Boukensha,12,Jan 2024 -,58405,7.45
84,Chainsaw Man,12,Oct 2022 - Dec 2022,1445715,8.53
1193,Major 2nd,25,Apr 2018 - Sep 2018,33615,7.38
4227,Balala Xiao Mo Xian: Qiji Wubu,52,Apr 2013 - Apr 2014,1091,5.82
4340,Koume-chan ga Iku!,12,Aug 1999 - Oct 1999,1543,5.69
2547,Hanaukyou Maid-tai: La Verite,12,Apr 2004 - Jun 2004,23883,6.76
3575,Heart Cocktail,78,Oct 1986 - Mar 1988,2010,6.3
3853,Noramimi,12,Jan 2008 - Mar 2008,1193,6.12
1156,Yuusha Keisatsu J-Decker,48,Feb 1994 - Jan 1995,3930,7.4
2175,Strike Witches,12,Jul 2008 - Sep 2008,170013,6.95
1780,Bakusou Kyoudai Let's & Go WGP,51,Jan 1997 - Dec 1997,6439,7.14
1851,Synduality: Noir Part 2,12,Jan 2024 -,10079,7.1
1251,Nami yo Kiitekure,12,Apr 2020 - Jun 2020,84442,7.35
243,Lycoris Recoil,13,Jul 2022 - Sep 2022,472677,8.18
3197,Hi☆sCoool! SeHa Girls,13,Oct 2014 - Dec 2014,11906,6.49
1702,Suzuka,26,Jul 2005 - Dec 2005,115562,7.17
1393,True Tears,13,Jan 2008 - Mar 2008,215707,7.28
2332,Nakanohito Genome [Jikkyouchuu],12,Jul 2019 - Sep 2019,130819,6.87
1937,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,12,Apr 2017 - Jul 2017,447431,7.07
341,Karakai Jouzu no Takagi-san 2,12,Jul 2019 - Sep 2019,327902,8.04
439,Kuuchuu Buranko,11,Oct 2009 - Dec 2009,93161,7.91
3298,Bakugan Battle Brawlers,52,Apr 2007 - Mar 2008,107229,6.44
3675,Gozonji! Gekkou Kamen-kun,25,Oct 1999 - Mar 2000,700,6.24
4466,Bakugan: Battle Planet,50,Apr 2019 - Jan 2020,7324,5.5
938,Fugou Keiji: Balance:Unlimited,11,Apr 2020 - Sep 2020,425038,7.52
2945,Tide-Line Blue,12,Jul 2005 - Sep 2005,7552,6.59
1346,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,13,Apr 2015 - Jun 2015,197484,7.31
484,Golden Kamuy,12,Apr 2018 - Jun 2018,382827,7.88
1790,Uta no☆Prince-sama♪ Maji Love Legend Star,13,Oct 2016 - Dec 2016,41724,7.14
2080,Binan Koukou Chikyuu Bouei-bu LOVE! LOVE!,12,Jul 2016 - Sep 2016,29144,7.01
2183,Monster Musume no Iru Nichijou,12,Jul 2015 - Sep 2015,742838,6.95
897,Shounen Onmyouji,26,Oct 2006 - Mar 2007,55785,7.54
4010,Zhen Gyi Hong Shi,52,Oct 2014 - Nov 2014,682,6.01
1007,Kore wa Zombie desu ka? of the Dead,10,Apr 2012 - Jun 2012,377069,7.48
161,Kemono no Souja Erin,50,Jan 2009 - Dec 2009,85617,8.31
34,Kingdom 4th Season,26,Apr 2022 - Oct 2022,60321,8.74
589,Maria-sama ga Miteru 4th,13,Jan 2009 - Mar 2009,22499,7.76
543,Blue Period,12,Oct 2021 - Dec 2021,453764,7.81
2227,A-Channel,12,Apr 2011 - Jun 2011,99479,6.93
2841,Tsukiuta. The Animation 2,13,Oct 2020 - Dec 2020,7713,6.64
1941,Higepiyo,39,Apr 2009 - Feb 2010,6085,7.06
3144,Reideen,26,Feb 2007 - Sep 2007,8983,6.51
4103,Dinosaur Biyori,26,Apr 2021 - Sep 2021,2087,5.93
1977,Umineko no Naku Koro ni,26,Jul 2009 - Dec 2009,219230,7.04
3767,Obake no... Holly,200,Jan 1991 - Apr 1993,644,6.18
3793,FLCL: Shoegaze,3,Oct 2023 - Oct 2023,17397,6.16
3931,Momoiro Sisters,23,Aug 1998 - Oct 1998,2958,6.06
4389,Xiong Chumo: Chunri Dui Dui Peng,52,Nov 2014 - Jan 2015,403,5.63
1928,Last Exile: Ginyoku no Fam,21,Oct 2011 - Mar 2012,45692,7.07
3105,Inakappe Taishou,104,Oct 1970 - Sep 1972,843,6.53
1773,Kuroshitsuji II,12,Jul 2010 - Sep 2010,561421,7.14
2631,Majime ni Fumajime Kaiketsu Zorori,97,Feb 2005 - Jan 2007,1372,6.73
3641,Youkai Watch Jam: Youkai Gakuen Y - N to no Souguu,63,Dec 2019 - Apr 2021,1871,6.26
1272,Yomigaeru Sora: Rescue Wings,12,Jan 2006 - Mar 2006,14703,7.35
1144,D4DJ All Mix,12,Jan 2023 - Mar 2023,12742,7.41
2503,Shin Koihime†Musou,12,Oct 2009 - Dec 2009,31987,6.79
680,Akebi-chan no Sailor-fuku,12,Jan 2022 - Mar 2022,179533,7.68
198,World Trigger 3rd Season,14,Oct 2021 - Jan 2022,112849,8.26
1301,Tamayura: Hitotose,12,Oct 2011 - Dec 2011,47359,7.33
1606,Mermaid Melody Pichi Pichi Pitch Pure,39,Apr 2004 - Dec 2004,44803,7.2
3181,Devilman,39,Jul 1972 - Apr 1973,32395,6.5
2064,Stop!! Hibari-kun!,35,May 1983 - Jan 1984,10629,7.01
1088,Mama wa Shougaku 4 Nensei,51,Jan 1992 - Dec 1992,6814,7.43
1123,Mugen no Ryvius,26,Oct 1999 - Mar 2000,44183,7.42
340,Shijou Saikyou no Deshi Kenichi,50,Oct 2006 - Sep 2007,300035,8.05
1404,Poputepipikku,12,Jan 2018 - Mar 2018,221673,7.28
4657,Room Mate,12,Apr 2017 - Jun 2017,27049,4.73
362,Baby Steps 2nd Season,25,Apr 2015 - Sep 2015,90321,8.01
4056,Shinya! Tensai Bakabon,12,Jul 2018 - Sep 2018,3410,5.97
3758,Play Ball,13,Jul 2005 - Sep 2005,1126,6.19
2039,Blue Gender,26,Oct 1999 - Mar 2000,80570,7.02
3391,Ring ni Kakero 1,12,Oct 2004 - Dec 2004,4781,6.4
595,Bishoujo Senshi Sailor Moon Crystal Season III,13,Apr 2016 - Jun 2016,60279,7.76
3600,B-Project: Netsuretsu*Love Call,12,Oct 2023 - Dec 2023,5189,6.28
2237,Tiger Mask W,38,Oct 2016 - Jul 2017,21771,6.92
4011,Ken En Ken: Aoki Kagayaki,13,Oct 2018 - Dec 2018,17323,6.01
4481,Seiken Densetsu: Legend of Mana - The Teardrop Crystal,12,Oct 2022 - Dec 2022,19560,5.48
2930,Sasami: Mahou Shoujo Club,13,Apr 2006 - Jul 2006,8320,6.6
1573,Canaan,13,Jul 2009 - Sep 2009,229042,7.22
3098,Action Heroine Cheer Fruits,12,Jul 2017 - Sep 2017,14322,6.53
10,Fruits Basket: The Final,13,Apr 2021 - Jun 2021,463893,8.98
4636,Genma Taisen: Shinwa Zenya no Shou,13,Feb 2002 - May 2002,2146,4.93
4261,Miracle Shoujo Limit-chan,25,Oct 1973 - Mar 1974,980,5.79
2167,Classroom☆Crisis,13,Jul 2015 - Sep 2015,121163,6.96
4078,Black★★Rock Shooter:  Dawn Fall,12,Apr 2022 - Jun 2022,40468,5.95
2097,Yuragi-sou no Yuuna-san,12,Jul 2018 - Sep 2018,297882,7.0
2885,Nyanko Days,12,Jan 2017 - Mar 2017,72828,6.62
3162,Itsuka Tenma no Kuro Usagi,12,Jul 2011 - Sep 2011,131850,6.51
1090,Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?,10,Jan 2013 - Mar 2013,580442,7.43
2259,Battle Athletess Daiundoukai (TV),26,Oct 1997 - Mar 1998,9643,6.91
4377,Souten no Ken: Regenesis,12,Apr 2018 - Jun 2018,11198,5.65
4329,Porong Porong Pororo 6,26,Mar 2016 - May 2016,356,5.7
3210,Massugu ni Ikou. 2nd Season,5,Mar 2004 - Apr 2004,2424,6.49
3386,Kurenai Sanshirou,26,Apr 1969 - Sep 1969,2232,6.4
3305,Isekai wa Smartphone to Tomo ni. 2,12,Apr 2023 - Jun 2023,123847,6.44
3039,Teekyuu,12,Oct 2012 - Dec 2012,66461,6.55
4460,High Score,8,Nov 2011 - Jan 2012,8548,5.52
1258,AKB0048,13,Apr 2012 - Jul 2012,61583,7.35
2823,Aiura,12,Apr 2013 - Jun 2013,87199,6.65
929,Mitsudomoe,13,Jul 2010 - Sep 2010,107489,7.52
1608,Oh! Edo Rocket,26,Apr 2007 - Sep 2007,12640,7.2
246,Ballroom e Youkoso,24,Jul 2017 - Dec 2017,331142,8.18
4097,"Meitou ""Isekai no Yu"" Kaitakuki: Around 40 Onsen Mania no Tensei Saki wa, Nonbiri Onsen Tengoku deshita",,Jan 2024 -,18887,5.93
4191,World Fool News (TV),12,Apr 2014 - Jul 2014,2268,5.85
3726,Gin no Guardian,12,Apr 2017 - Jun 2017,110916,6.21
1544,Ganbarist! Shun,30,Jul 1996 - Mar 1997,3616,7.23
4323,Duel Masters Victory,52,Apr 2011 - Mar 2012,1507,5.71
667,Hakumei to Mikochi,12,Jan 2018 - Mar 2018,64399,7.69
4016,Ongaku Shoujo (TV),12,Jul 2018 - Sep 2018,16154,6.0
1175,Gunslinger Girl,13,Oct 2003 - Feb 2004,188942,7.39
4569,Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo - The TV,10,Jul 2013 - Sep 2013,3525,5.3
3994,Xiao Liyu Lixian Ji,52,Jun 2007 -,397,6.02
4033,Neko no Nyagh: Nya Misérables,25,Apr 2019 - Sep 2019,532,5.99
914,Patapata Hikousen no Bouken,26,Jan 2002 - Jun 2002,8391,7.53
100,Banana Fish,24,Jul 2018 - Dec 2018,848012,8.47
1440,Legend of Basara,13,Apr 1998 - Jun 1998,12982,7.27
815,"Fuufu Ijou, Koibito Miman.",12,Oct 2022 - Dec 2022,290005,7.59
1162,Captain Tsubasa Season 2: Junior Youth-hen,39,Oct 2023 -,10951,7.4
2442,Touken Ranbu: Hanamaru,12,Oct 2016 - Dec 2016,84671,6.82
3370,Hataraku Oniisan! no 2!,11,Jul 2018 - Sep 2018,3751,6.41
3920,Hoshi no Ko Poron,260,Apr 1974 - Apr 1975,646,6.07
2828,Eureka Seven AO,24,Apr 2012 - Nov 2012,95772,6.65
564,Tokyo Ghoul,12,Jul 2014 - Sep 2014,2782421,7.79
208,Kidou Senshi Gundam: Tekketsu no Orphans 2nd Season,25,Oct 2016 - Apr 2017,142058,8.23
2199,16bit Sensation: Another Layer,13,Oct 2023 - Dec 2023,44043,6.94
1792,Tongari Boushi no Memole,50,Mar 1984 - Mar 1985,3074,7.13
2373,Agatha Christie no Meitantei Poirot to Marple,39,Jul 2004 - May 2005,7841,6.85
844,Isekai Nonbiri Nouka,12,Jan 2023 - Mar 2023,188961,7.57
2674,Oz no Mahoutsukai (TV),52,Oct 1986 - Sep 1987,2683,6.71
1126,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,12,Oct 2015 - Dec 2015,215404,7.42
2737,Viper's Creed,12,Jan 2009 - Mar 2009,10442,6.68
3979,Animal 1,27,Apr 1968 - Sep 1968,762,6.03
1633,Taiho Shichau zo: Full Throttle,23,Oct 2007 - Mar 2008,10186,7.19
539,Doraemon (1979),1787,Apr 1979 - Mar 2005,62197,7.82
2689,B-Project: Zecchou*Emotion,12,Jan 2019 - Mar 2019,14782,6.7
3409,Hulu Xiongdi,13,1986 - 1987,611,6.39
4549,Akiba-chan,10,Jul 2008 - Aug 2008,2699,5.36
3930,Marie & Gali ver. 2.0,30,Mar 2010 - Mar 2011,1228,6.06
2365,Ganbare! Kickers,23,Oct 1986 - Mar 1987,9565,6.86
4121,Samurai Girl Real Bout High School,13,Jul 2001 - Oct 2001,10395,5.91
528,Tanaka-kun wa Itsumo Kedaruge,12,Apr 2016 - Jun 2016,458709,7.82
3519,TV Yarou Nanaana,24,Apr 2018 - Sep 2018,1964,6.32
1885,"Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai.",12,Jul 2019 - Sep 2019,213300,7.09
3924,Namu Amida Butsu! Rendai Utena,12,Apr 2019 - Jun 2019,14776,6.07
4319,Fireball Humorous,3,Oct 2017 - Dec 2017,3556,5.72
4564,Gensou Sangokushi: Tengen Reishinki,12,Jan 2022 - Mar 2022,21123,5.32
2200,Ai Shoujo Pollyanna Story,51,Jan 1986 - Dec 1986,5743,6.94
1555,Yes! Precure 5,49,Feb 2007 - Jan 2008,17581,7.22
4110,Garugaku. II: Lucky Stars,50,Jan 2022 - Mar 2022,1389,5.92
4318,Battle Spirits: Double Drive,51,Apr 2016 - Mar 2017,1663,5.72
2610,Gurazeni Season 2,12,Oct 2018 - Dec 2018,4829,6.74
3089,Okawari-Boy Starzan-S,34,Jan 1984 - Aug 1984,796,6.53
1139,Shinreigari,22,Oct 2007 - Apr 2008,150709,7.41
4400,Garugaku.: Sei Girls Square Gakuin,50,Apr 2020 - Mar 2021,2335,5.62
1077,Simoun,26,Apr 2006 - Sep 2006,42709,7.44
1081,Taiyou no Kiba Dagram,75,Oct 1981 - Mar 1983,5907,7.44
1199,Ai no Wakakusa Monogatari,48,Jan 1987 - Dec 1987,9145,7.38
3774,Wooser no Sono Higurashi,12,Oct 2012 - Dec 2012,12025,6.18
2360,.hack//Roots,26,Apr 2006 - Sep 2006,74079,6.86
3693,Andersen Monogatari (TV),52,Jan 1971 - Dec 1971,1130,6.23
4357,Shinseiki Duel Masters Flash,24,Apr 2006 - Mar 2007,845,5.67
1636,Kaitou Joker 3rd Season,13,Apr 2016 - Jun 2016,5235,7.19
2077,Qin Shi Mingyue: Wanli Changcheng,37,Sep 2012 - Jan 2013,1397,7.01
2548,Happy☆Lesson Advance,13,Jul 2003 - Sep 2003,15119,6.76
3796,Topo Gigio,21,Apr 1988 - Sep 1988,2086,6.16
4264,Evil or Live,12,Oct 2017 - Jan 2018,79958,5.79
3921,Instant History,312,May 1961 - Feb 1962,942,6.07
947,Bakuten!!,12,Apr 2021 - Jun 2021,103877,7.51
1377,Animal Yokochou,51,Oct 2005 - Sep 2006,3197,7.29
1303,Kaitou Joker 4th Season,13,Oct 2016 - Dec 2016,4459,7.33
2123,Kaibutsu Oujo,25,Apr 2007 - Sep 2007,79316,6.98
3417,Time Bokan Series: Yattodetaman,52,Feb 1981 - Feb 1982,2179,6.38
3705,Gregory Horror Show: The Last Train,26,Oct 2000 - Mar 2001,1774,6.22
1831,Rokujouma no Shinryakusha!?,12,Jul 2014 - Sep 2014,179441,7.12
1186,Love Live! Sunshine!!,13,Jul 2016 - Sep 2016,181602,7.39
1602,Kamichama Karin,26,Apr 2007 - Sep 2007,52101,7.2
4683,Sabiiro no Armor: Reimei,12,Jan 2022 - Mar 2022,6120,3.84
4445,Nyuru Nyuru!! Kakusen-kun,25,Jul 2013 - Dec 2013,796,5.54
2402,Wakakusa no Charlotte,30,Oct 1977 - May 1978,3100,6.84
3513,The SoulTaker: Tamashii-gari,13,Apr 2001 - Jul 2001,26722,6.33
3339,Akanesasu Shoujo,12,Oct 2018 - Dec 2018,36492,6.42
2310,Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,48,Apr 1998 - Mar 1999,22285,6.88
1534,Mizuiro Jidai,47,Apr 1996 - Feb 1997,5110,7.23
4002,Chikkun Takkun,23,Apr 1984 - Sep 1984,691,6.02
2415,Meitantei Conan: Hannin no Hanzawa-san,12,Oct 2022 - Dec 2022,11980,6.83
2805,Juubee Ninpuuchou: Ryuuhougyoku-hen,13,Apr 2003 - Jul 2003,42963,6.66
2794,Anime Kapibara-san,24,Oct 2020 - Mar 2021,4156,6.66
2105,Rental Magica,24,Oct 2007 - Mar 2008,61713,7.0
901,"Yondemasu yo, Azazel-san. Z",13,Apr 2013 - Jun 2013,38836,7.54
3449,Miss Monochrome The Animation,13,Oct 2013 - Dec 2013,49600,6.37
1961,Sasameki Koto,13,Oct 2009 - Dec 2009,74055,7.05
3057,Kanojo mo Kanojo,12,Jul 2021 - Sep 2021,362104,6.54
3589,Azur Lane,12,Oct 2019 - Mar 2020,168895,6.29
2145,Super Fishing Grander Musashi,25,Apr 1997 - Sep 1997,4940,6.97
4507,Oyako Club,1818,Oct 1994 - Mar 2013,1124,5.43
1349,Aharen-san wa Hakarenai,12,Apr 2022 - Jun 2022,324080,7.3
2294,Wakaba*Girl,13,Jul 2015 - Sep 2015,43495,6.89
519,Sekaiichi Hatsukoi 2,12,Oct 2011 - Dec 2011,156108,7.83
126,Kaze ga Tsuyoku Fuiteiru,23,Oct 2018 - Mar 2019,296756,8.39
4450,Divine Gate,12,Jan 2016 - Mar 2016,166549,5.53
285,Jigokuraku,13,Apr 2023 - Jul 2023,630534,8.12
3504,Back Arrow,24,Jan 2021 - Jun 2021,40312,6.33
1443,Natsu no Arashi! Akinaichuu,13,Oct 2009 - Dec 2009,20887,7.27
2474,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden,13,Jan 2020 - Mar 2020,158455,6.8
3114,Gun Frontier,13,Mar 2002 - Jun 2002,10773,6.52
4474,Oretacha Youkai Ningen,25,Oct 2017 - Mar 2018,1920,5.49
2910,Tenshi no 3P!,12,Jul 2017 - Sep 2017,64496,6.61
4452,Onara Gorou,13,Jul 2016 - Sep 2016,14711,5.53
1083,Tottemo! Luckyman,50,Apr 1994 - Mar 1995,3433,7.44
2963,E's Otherwise,26,Apr 2003 - Sep 2003,16485,6.59
4096,Mechakko Dotakon,28,Apr 1981 - Oct 1981,582,5.93
3310,Divergence Eve 2: Misaki Chronicles,13,Jan 2004 - Mar 2004,7645,6.43
841,Fairy Tail,175,Oct 2009 - Mar 2013,1720580,7.57
358,Magi: The Labyrinth of Magic,25,Oct 2012 - Mar 2013,1033116,8.01
1482,Sei Juushi Bismarck,51,Oct 1984 - Sep 1985,5728,7.25
2663,Sword Art Online II,24,Jul 2014 - Dec 2014,1954377,6.71
3112,Ginga Reppuu Baxingar,39,Jul 1982 - Mar 1983,1488,6.52
569,Ginga Tetsudou 999,113,Sep 1978 - Mar 1981,37646,7.79
4127,Shounen Ashibe (TV),37,Apr 1991 - Dec 1991,679,5.9
4101,Brothers Conflict,12,Jul 2013 - Sep 2013,182898,5.93
2427,Juusenki L-Gaim,54,Feb 1984 - Feb 1985,6877,6.83
289,Kono Subarashii Sekai ni Shukufuku wo!,10,Jan 2016 - Mar 2016,1928044,8.11
3415,Yatogame-chan Kansatsu Nikki Sansatsume,12,Jan 2021 - Mar 2021,14505,6.39
2534,Bakuten Shoot Beyblade,51,Jan 2001 - Dec 2001,112523,6.77
3591,Cinderella Boy,13,Jun 2003 - Sep 2003,7721,6.29
66,Hajime no Ippo: Rising,25,Oct 2013 - Mar 2014,255016,8.6
1197,Saber Marionette J,25,Oct 1996 - Mar 1997,32902,7.38
646,Chi's Sweet Home: Atarashii Ouchi,104,Mar 2009 - Sep 2009,30000,7.71
3426,Hashiri Tsuzukete Yokatta tte.,4,Oct 2018 - Oct 2018,12427,6.38
1809,Garo: Vanishing Line,24,Oct 2017 - Mar 2018,73886,7.13
1516,Toushou Daimos,44,Apr 1978 - Jan 1979,5956,7.24
4354,Rail Romanesque 2,13,Oct 2023 - Dec 2023,6256,5.68
4146,Space Oz no Bouken,26,Oct 1992 - Apr 1993,540,5.89
2228,Bouken Ou Beet,52,Sep 2004 - Sep 2005,15323,6.93
756,Orange,13,Jul 2016 - Sep 2016,816299,7.62
52,Kingdom 5th Season,,Jan 2024 -,22850,8.66
968,Shiroi Suna no Aquatope,24,Jul 2021 - Dec 2021,167116,7.51
2597,Sankaku Mado no Sotogawa wa Yoru,12,Oct 2021 - Dec 2021,46375,6.74
1873,Himouto! Umaru-chan,12,Jul 2015 - Sep 2015,683779,7.1
905,Mashiro no Oto,12,Apr 2021 - Jun 2021,148341,7.54
1989,Seikimatsu Occult Gakuin,13,Jul 2010 - Sep 2010,103431,7.04
1228,Comic Girls,12,Apr 2018 - Jun 2018,142253,7.37
653,Tsuki ga Michibiku Isekai Douchuu,12,Jul 2021 - Sep 2021,407646,7.71
1476,Meikyuu Black Company,12,Jul 2021 - Sep 2021,215349,7.25
567,Seikai no Senki II,10,Jul 2001 - Sep 2001,23693,7.79
1706,The iDOLM@STER Cinderella Girls,13,Jan 2015 - Apr 2015,75562,7.16
2529,Nyani ga Nyandaa Nyandaa Kamen,83,Feb 2000 - Sep 2001,1309,6.77
2877,Wakaokami wa Shougakusei!,24,Apr 2018 - Sep 2018,7332,6.62
3285,Kiitarou Shounen no Youkai Enikki,12,Oct 2016 - Dec 2016,30567,6.44
2973,Element Hunters,39,Jul 2009 - Mar 2010,13537,6.58
4244,Shin Ikkitousen,3,May 2022 - May 2022,25982,5.81
3522,Yami Shibai 5,13,Jul 2017 - Oct 2017,26755,6.32
772,Tegamibachi,25,Oct 2009 - Mar 2010,120743,7.61
205,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Fuka Shou - Yakusai-hen,11,Jan 2023 - Mar 2023,199015,8.23
525,Uchouten Kazoku,13,Jul 2013 - Sep 2013,166811,7.83
4439,Pi Po Pa Po Patrol-kun,65,Dec 2000 - Mar 2001,760,5.55
4075,Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe,12,Jul 2014 - Sep 2014,12944,5.96
2782,Lapis Re:LiGHTs,12,Jul 2020 - Sep 2020,45211,6.66
2555,White Album 2nd Season,13,Oct 2009 - Dec 2009,51315,6.76
1006,Kono Subarashii Sekai ni Bakuen wo!,12,Apr 2023 - Jun 2023,297670,7.48
4005,Flowering Heart,26,Feb 2016 - May 2016,5288,6.01
361,Azumanga Daiou The Animation,26,Apr 2002 - Oct 2002,351095,8.01
3423,Ganbare Goemon,23,Oct 1997 - Mar 1998,1637,6.38
3348,Hare Tokidoki Buta (TV),61,Jul 1997 - Sep 1998,1513,6.42
3002,Choujikuu Kidan Southern Cross,23,Apr 1984 - Sep 1984,8187,6.57
30,Shingeki no Kyojin: The Final Season Part 2,12,Jan 2022 - Apr 2022,1246759,8.77
2864,Chibi Godzilla no Gyakushuu,13,Apr 2023 - Jun 2023,696,6.63
2650,Code:Breaker,13,Oct 2012 - Dec 2012,329683,6.72
1042,Grappler Baki (TV),24,Jan 2001 - Jun 2001,142441,7.46
557,Baby Steps,25,Apr 2014 - Sep 2014,146015,7.8
3934,Bouken Shounen Shadar,156,Sep 1967 - Mar 1968,797,6.06
2615,Cardfight!! Vanguard: Legion Mate-hen,33,Mar 2014 - Oct 2014,16143,6.73
4542,Shironeko Project: Zero Chronicle,12,Apr 2020 - Jun 2020,95461,5.38
173,Beck,26,Oct 2004 - Mar 2005,337639,8.29
2676,Arifureta Shokugyou de Sekai Saikyou,13,Jul 2019 - Oct 2019,685674,6.71
2011,Yami no Matsuei,13,Oct 2000 - Dec 2000,55374,7.03
4091,Xing You Ji,26,Oct 2011 -,803,5.94
1218,Meitantei Holmes,26,Nov 1984 - May 1985,12311,7.37
1035,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,12,Apr 2020 - Jun 2020,442201,7.46
2060,Shutsugeki! Machine Robo Rescue,53,Jan 2003 - Jan 2004,2089,7.01
3630,Dallyeola Hani,13,Aug 1988 - Nov 1988,1033,6.27
1509,Gear Fighter Dendoh,38,Oct 2000 - Jun 2001,3726,7.24
399,Youjo Senki,12,Jan 2017 - Mar 2017,904881,7.96
2129,Neo Angelique Abyss: Second Age,13,Jul 2008 - Sep 2008,20458,6.98
2031,Medaka Box,12,Apr 2012 - Jun 2012,253449,7.02
880,Nijuu Mensou no Musume,22,Apr 2008 - Sep 2008,34461,7.55
3817,UFO Senshi Dai Apolon,26,Apr 1976 - Sep 1976,1214,6.14
157,Given,11,Jul 2019 - Sep 2019,560631,8.32
893,Aa! Megami-sama! Sorezore no Tsubasa,22,Apr 2006 - Sep 2006,66401,7.54
1380,GJ-bu,12,Jan 2013 - Mar 2013,173996,7.29
2971,Chinpui,56,Feb 1989 - Apr 1991,1652,6.58
4074,Cestvs: The Roman Fighter,11,Apr 2021 - Jun 2021,20294,5.96
232,Vanitas no Karte Part 2,12,Jan 2022 - Apr 2022,270246,8.2
352,Ginga Nagareboshi Gin,21,Apr 1986 - Aug 1986,26881,8.02
3582,Yurumates 3D,13,Apr 2012 - Jun 2012,8400,6.29
4226,Anime Yasei no Sakebi,22,May 1982 - Sep 1982,617,5.82
3682,Ultraman Kids no Kotowaza Monogatari,26,Apr 1986 - Nov 1986,890,6.24
4135,Nippon-ichi no Otoko no Tamashii 2,16,May 1999 - May 1999,869,5.9
248,Fate/stay night: Unlimited Blade Works,12,Oct 2014 - Dec 2014,1057471,8.18
1951,Rocket Girls,12,Feb 2007 - May 2007,9018,7.06
2565,"Keikenzumi na Kimi to, Keiken Zero na Ore ga, Otsukiai suru Hanashi.",12,Oct 2023 - Dec 2023,142175,6.75
2938,Jigoku Shoujo: Yoi no Togi,6,Jul 2017 - Aug 2017,60455,6.6
3772,Examurai Sengoku,24,Jan 2009 - Jun 2009,4458,6.18
2774,Mikagura Gakuen Kumikyoku (TV),12,Apr 2015 - Jun 2015,89102,6.67
611,Lucky☆Star,24,Apr 2007 - Sep 2007,644666,7.74
1998,Gudetama,,Mar 2014 -,12795,7.04
1459,Shikabane Hime: Kuro,12,Jan 2009 - Mar 2009,76453,7.26
4189,Time Bokan Series: Zenderman,52,Feb 1979 - Jan 1980,1120,5.85
2495,Yozakura Quartet,12,Oct 2008 - Dec 2008,156680,6.79
